,img_file,raw_text,clean_text
2980,IMG_6221_PREM_15_482,"en the guerrillas are not opposed by a ruthless and authoritarian
vernmental machine.
5.
To implement the present policy there are in Northern Ireland
thirteen major units in the infantry role and two armoured
reconnaissance regiments.
The current deployment of these units is
seven battalions in 39 Brigade, three battalions in 8 Brigade, two
battalions and the two armoured recce regiments in 19 Brigade, with
one battalion in Province reserve (see map at Annex A).
6.
Our ability to conduct successful operations against the
terrorists depends fundamentally on intelligence.
Indiscriminate
operations, which do not distinguish between the terrorists and the
Intelligencepopulation among whom they live, are self-defeating.
based operations work slowly, but as they succeed, develop a snowball
effect.
The dividend from internment shows signs of entering this
phase and will rapidly lead to the need for an increase in the
accommodation and interrogation facilities required to deal with
internees.
7.
The scope of our operations is also limited by current political
policy, though, as the degree of violence has risen, so has the level
The problem is compounded by
of minimum force employed to meet it.
such factors as the local clamour for protection; the limitations of
the uniformed branch of the RUC; and the operational limitations of
the UDR.
Nevertheless the Army is operating at a very high level of
8.
We are providing basic security throughout the Province.
intensity.
In addition about one third of our forces are available, as
opportunities arise, for offensive operations such as hot pursuit of
terrorists, arms searches, border patrols, and road-blocks; but this
proportion will inevitably be reduced if basic security deteriorates
and we have, for example, to deploy substantial forces to deal with
Our dilemma is that, the greater the
intersectarian disturbances.

forces the IRA compel us to devote to providing basic security for
the people, the fewer we have available for active operations against
them.
The specific security measures now in hand to deal with
current problems include:
a.
Against the bombing campaign - the development of
anti-bomb techniques, analysing all incidents to date,
concentrating our defensive measures in small areas where
the IRA is expected to operate next, and pursuing and developing
our bomb squad techniques.
But to pursue these measures
effectively we need more intelligence.
b.
To meet the local clamour for protection - a limited
rearming of the Police specifically for police station guards;
and the expansion of the UDR.
The pressing aim has been to

find a solution which allows the Regular Army to be employed
not on static guards in penny packets but where it can best
seek out and destroy the IRA.
To harness local energies - an expansion of the UDR.
c.
The recruiting ceiling has been raised to 10,000; vetting
procedures have been streamlined; the age limit raised for
applicants with no previous experience; an eighth battalion
authorised, and additional companies planned; and transfer
from the TAVR facilitated.

",en the guerrillas are not opposed by a ruthless and authoritarian vernmental machine 5 to implement the present policy there are in northern ireland thirteen major units in the infantry role and two armoured reconnaissance regiments the current deployment of these units is seven battalions in 39 brigade three battalions in 8 brigade two battalions and the two armoured recce regiments in 19 brigade with one battalion in province reserve see map at annex a 6 our ability to conduct successful operations against the terrorists depends fundamentally on intelligence indiscriminate operations which do not distinguish between the terrorists and the intelligencepopulation among whom they live are selfdefeating based operations work slowly but as they succeed develop a snowball effect the dividend from internment shows signs of entering this phase and will rapidly lead to the need for an increase in the accommodation and interrogation facilities required to deal with internees 7 the scope of our operations is also limited by current political policy though as the degree of violence has risen so has the level the problem is compounded by of minimum force employed to meet it such factors as the local clamour for protection the limitations of the uniformed branch of the ruc and the operational limitations of the udr nevertheless the army is operating at a very high level of 8 we are providing basic security throughout the province intensity in addition about one third of our forces are available as opportunities arise for offensive operations such as hot pursuit of terrorists arms searches border patrols and roadblocks but this proportion will inevitably be reduced if basic security deteriorates and we have for example to deploy substantial forces to deal with our dilemma is that the greater the intersectarian disturbances  forces the ira compel us to devote to providing basic security for the people the fewer we have available for active operations against them the specific security measures now in hand to deal with current problems include a against the bombing campaign  the development of antibomb techniques analysing all incidents to date concentrating our defensive measures in small areas where the ira is expected to operate next and pursuing and developing our bomb squad techniques but to pursue these measures effectively we need more intelligence b to meet the local clamour for protection  a limited rearming of the police specifically for police station guards and the expansion of the udr the pressing aim has been to  find a solution which allows the regular army to be employed not on static guards in penny packets but where it can best seek out and destroy the ira to harness local energies  an expansion of the udr c the recruiting ceiling has been raised to 10000 vetting procedures have been streamlined the age limit raised for applicants with no previous experience an eighth battalion authorised and additional companies planned and transfer from the tavr facilitated  
2994,IMG_6235_PREM_15_482,"FROM UKREP BELFAST
TO HOME OFFICE
4OCT 71
UKREP BELFAST TELNO

71

OF 4 OCTOBER TO HOME OFFICE.

FOLLOWING FOR WOODFIELD.
1. THIS CONFIRMS AND AMPLIFIES OUR TELEPHONE CONVERSATION
ABOUT THE TALKS WITH MR FAULKNER ON THURSDAY.
2. BLOOMFIELD TOLD ME THIS MORNING HAT HE DID NOT FULLY
UNDERSTAND ALL THE ITEMS IN THE LIST CONTAINED IN SIR BURKE
TREND'S MESSAGE TO SIR HAROLD BLACK, CONTAINED IN CABINET
OFFICE TELEGRAM TO ME MISC. 146 OF 11 OCTOBER. ON THE FIRST
POINT HE DID NOT SEE WHAT WE MIGHT HAVE IN MIND TO IMPROVE
CONTACT BETWEEN LONDON AND BELFAST, IN VIEW OF THE FREQUENT
VISITS PAID BY MR FAULKNER. I SAID I DID NOT KNOW WHAT MIGHT
BE IN MIND. BLOOMFIELD ALSO SEEMED SOMEWHAT APPREHENSIVE THAT
A FAST BALL WAS GOING TO BE BOWLED ON ITEM 3, ABOUT THE INTERNMENT
SITUATION AND THE ADVISORY COMMITTEE. AGAIN I HAD TO DISCLAIM
KNOWLEDGE OF WHAT MIGHT COME UP, BUT SAID THAT A NUMBER OF
QUESTIONS HAD OCCURRED TO ME. WHEN WOULD THE ADVISORY COMMITTEE
GET DOWN-TO WORK? BLOOMFIELD SAID HE THOUGHT IT WOULD DO SO IN A
DAY OR TWO. I SAID THAT SOME NEWSPAPERS HAD SAID THAT ALTHOUGH
INTERNEES WOULD BE ENTITLED TO LEGAL ADVICE, THEY WOULD
NOT BE ABLE TO BRING THEIR LEGAL ADVISERS WITH THEM WHEN THEY
APPEARED BEFORE THE COMMITTEE. I WONDERED WHETHER THIS WAS
REALLY TRUE. IT WOULD LOOK ODD, ESPECIALLY IN VIEW OF THE FACT
THAT THOSE APPEARING BEFORE SIR E. COMPTON'S GROUP COULD BE
ACCOMPANIED BY LEGAL ADVISERS. NEXT, I RECALLED THAT STOUT
HAD TOLD YOU THAT THE COMMITTEE WOULD HAVE FULL ACCESS TO
RELEVANT DOCUMENTS AND WOULD BE ENTITLED TO INTERVIEW POLICE
OFFICERS. IT WOULD BE IMPORTANT TO CONFIRM THIS AND MIGHT
BE USEFUL TO MAKE IT KNOWN. MR FAULKNER HAD INDICATED AT HIS PRESS
CONFERENCE AFTER THE TRIPARTITE MEETINGS THAT ALTHOUGH THE
COMMITTEE WAS AN ADVISORY ONE HE WOULD EXPECT TO TAKE ITS ADVICE.
THIS WAS AN IMPORTANT POINT FOR MINORITY OPINION AND MG EEEEE
MIGHT BE GIVEN GREATER PUBLICITY. I SAID I WONDERED WHETHER,
IF THESE POINTS COULD BE BROUGHT TOGETHER IN A CLEAR STATEMENT,
IT MIGHT NOT BE A USEFUL THING TO MAKE PUBLIC.

3.
YOU
YOU ARE ALREADY AWARE THAT BLOOMFIELD HAS TAKEN BADLY THE
SUGGESTION THAT IN CONNEXION WITH THE ITEM ON CIVIL DISOBEDIENCE
THERE SHOULD BE DISCUSSION ON THURSDAY ABOUT LEGISLATION TO RECOVER
RECOVER RENTS AND RATES. HE REGARDS THIS AS IMPOSING AN UNDESIRABLE
DELAY.

3.

4. IN CONNECTION WITH THE NEXT ITEM, ON THE SECURITY SITUATION,
SITUATION, BLOOMFIELD WAS HOPING THAT , AS THE RESULT OF LORD
CARRINGTON'S VISIT, CERTAIN MEASURES WOULD BE DECIDED UPON,
ESPECIALLY THE BLOWING-UP OF ROADS, IN TIME FOR MR FAULKNER
TO ANNOUNCE THEM IN THE STATEMENT HE MAKES IN STORMONT WHEN
IT REASSEMBLES TOMORROW. I SAID I COULD NOT GIVE HIM AN
ANSWER ON THIS. IF THERE WAS AGREEMENT BETWEEN MR FAULKNER
AND MR HEATH THAT THE THURSDAY MEETING COULD BE ANNOUNCED IN
STORMONT TOMORROW, THIS MIGHT ENABLE MR FAULKNER TO DELAY
REPLYING TO DIFFICULT QUESTIONS. BLOOMFIELD WILL BE IN TOUCH

WITH

NUMBER TEN ABOUT AN ANNOUNCEMNEMENT OF THURSDAY'S

MEETING.
SMITH

",from ukrep belfast to home office 4oct 71 ukrep belfast telno  71  of 4 october to home office  following for woodfield 1 this confirms and amplifies our telephone conversation about the talks with mr faulkner on thursday 2 bloomfield told me this morning hat he did not fully understand all the items in the list contained in sir burke trends message to sir harold black contained in cabinet office telegram to me misc 146 of 11 october on the first point he did not see what we might have in mind to improve contact between london and belfast in view of the frequent visits paid by mr faulkner i said i did not know what might be in mind bloomfield also seemed somewhat apprehensive that a fast ball was going to be bowled on item 3 about the internment situation and the advisory committee again i had to disclaim knowledge of what might come up but said that a number of questions had occurred to me when would the advisory committee get downto work bloomfield said he thought it would do so in a day or two i said that some newspapers had said that although internees would be entitled to legal advice they would not be able to bring their legal advisers with them when they appeared before the committee i wondered whether this was really true it would look odd especially in view of the fact that those appearing before sir e comptons group could be accompanied by legal advisers next i recalled that stout had told you that the committee would have full access to relevant documents and would be entitled to interview police officers it would be important to confirm this and might be useful to make it known mr faulkner had indicated at his press conference after the tripartite meetings that although the committee was an advisory one he would expect to take its advice this was an important point for minority opinion and mg eeeee might be given greater publicity i said i wondered whether if these points could be brought together in a clear statement it might not be a useful thing to make public  3 you you are already aware that bloomfield has taken badly the suggestion that in connexion with the item on civil disobedience there should be discussion on thursday about legislation to recover recover rents and rates he regards this as imposing an undesirable delay  3  4 in connection with the next item on the security situation situation bloomfield was hoping that  as the result of lord carringtons visit certain measures would be decided upon especially the blowingup of roads in time for mr faulkner to announce them in the statement he makes in stormont when it reassembles tomorrow i said i could not give him an answer on this if there was agreement between mr faulkner and mr heath that the thursday meeting could be announced in stormont tomorrow this might enable mr faulkner to delay replying to difficult questions bloomfield will be in touch  with  number ten about an announcemnement of thursdays  meeting smith  
2998,IMG_6239_PREM_15_482,"CONFIDENTIAL
3.

ADVISORY COMMITTEE EXAMINING THE INTERNEES PRODUCES
RESULTS WHICH COULD HAVE A GOOD CHANCE OF GETTING THE SDLP INTO THE
IF

THE

IT IS ALL THE MORE IMPORTANT TO BE ABLE TO SAY SOMETHING IN
DUBLIN, EVEN IF ONLY IN PRIVATE, ABOUT THE POINT IN PARAGRAPH 2.

TALKS,

PECK

DEPARTMENTAL DISTRIBUTION
WEUR D
PUSD
RESEARCH D (WE SECT)

ADDITIONAL ISTRIBUTION
NORTHERN IRELAND

",confidential 3  advisory committee examining the internees produces results which could have a good chance of getting the sdlp into the if  the  it is all the more important to be able to say something in dublin even if only in private about the point in paragraph 2  talks  peck  departmental distribution weur d pusd research d we sect  additional istribution northern ireland  
3017,IMG_6258_PREM_15_484,"9.

A check has revealed that the Dutch authorities are not holding

a warrant for the arrest of David O'Connell - in connection with the
Amsterdam arms affair - and are therefore not likely to be approaching
Eire for his extradition.
Acquisition of buildings

10.

in Belfast

Details are being worked out for the acquisition of about 90
abut

houses which/Army poets and RUC stations in Northern Ireland
all in the Belfast area - so that they can

nearly

be bricked-up or

demolished as a safeguard against their being used for bomb attacks
on the adjoining posts and stations - of which there have already
been 7, killing 4 policemen and 3 soldiers, and causing 14 serious

injuries.

(A few such acquisitions have already taken place,)

Most

of the houses in question are deserted, and many of them derelict,
but in about 20 cases there are occupants who will have to be re-housed
A few of them may have

to be evicted; the propaganda potential of

this is being carefully watched.

There are some financial points to

be settled but these are not being allowed to cause delay where the
operational case for acquisition is clear.
Visit of Mr. Lynch to London

11.

Mr. Lynch, who was originally inclined to avoid any encounter at

all with British Ministers during his unofficial visit to London today,
accepted on Friday that it would be thought very surprising if he
did not have a brief courtesy meeting with the Prime Minister.

His

acceptance is reflected in the Irish newspapers.
Internment Matters

12.

Initial discussions with the Northern Ireland Government,

conducted at the end of last week, indicated that they

were likely

to accept the need for changes both in the legal forms relating to
internment (e.g. in the direction of informing the internee of the
grounds for interning him) and in the administrative treatment of
those in internment (e.g. in the direction of segregating the hard-

",9  a check has revealed that the dutch authorities are not holding  a warrant for the arrest of david oconnell  in connection with the amsterdam arms affair  and are therefore not likely to be approaching eire for his extradition acquisition of buildings  10  in belfast  details are being worked out for the acquisition of about 90 abut  houses whicharmy poets and ruc stations in northern ireland all in the belfast area  so that they can  nearly  be brickedup or  demolished as a safeguard against their being used for bomb attacks on the adjoining posts and stations  of which there have already been 7 killing 4 policemen and 3 soldiers and causing 14 serious  injuries  a few such acquisitions have already taken place  most  of the houses in question are deserted and many of them derelict but in about 20 cases there are occupants who will have to be rehoused a few of them may have  to be evicted the propaganda potential of  this is being carefully watched  there are some financial points to  be settled but these are not being allowed to cause delay where the operational case for acquisition is clear visit of mr lynch to london  11  mr lynch who was originally inclined to avoid any encounter at  all with british ministers during his unofficial visit to london today accepted on friday that it would be thought very surprising if he did not have a brief courtesy meeting with the prime minister  his  acceptance is reflected in the irish newspapers internment matters  12  initial discussions with the northern ireland government  conducted at the end of last week indicated that they  were likely  to accept the need for changes both in the legal forms relating to internment eg in the direction of informing the internee of the grounds for interning him and in the administrative treatment of those in internment eg in the direction of segregating the hard  
3020,IMG_6261_PREM_15_484,"Mr. Faulkner thanked the Home Secretary for his co-operation in securing
Sir Charles Cunningham's enquiry into security at Crumlin Road.

The Governor

of the prison had told him that he was convinced that there had been no
collusion, but there had been carelessness.

Internment was producing information

so rapidly that accommodation was becoming crowded.
using McGilligan Camp for internees.
needed.

The army were thinking of

Assistance in providing staff might be

Perhaps the new camp could be staffed from Britain.

It was pointed out

that senior officials from the Home Office Prison Department were to visit
Northern Ireland to discuss more precisely what assistance the Northern Ireland
Government sought.
The Home Secretary told Mr. Faulkner that the United Kingdom Government
had decided to keep Sydenham operating beyond 1973.

It would operate on a

reduced basis so far as military personnel were concerned, but there would not
be redundancies affecting civil employment.

Mr. Faulkner welcomed this decision

and expressed his appreciation for the understanding shown by the Ministers
concerned.
The Home Secretary told Mr. Faulkner that he proposed that Sir Edmund Compton
be asked to carry on dealing with complaints from persons arrested with a view
to internment.

This, together with the arrangements which were being made for

a Board of Visitors to hear complaints of people once they were received into
prison, should fill the gap which had been criticised.

Sir Edmund Compton

would be asked to consider complaints made by the person concerned, but not
required to deal with complaints made at second-hand.
action of the army or the R.U.C.

He would enquire into the

Mr. Faulkner agreed with this proposal.

There

was some discussion on whether the Board of Visitors could consider complaints
by detainees as well as internees.

",mr faulkner thanked the home secretary for his cooperation in securing sir charles cunninghams enquiry into security at crumlin road  the governor  of the prison had told him that he was convinced that there had been no collusion but there had been carelessness  internment was producing information  so rapidly that accommodation was becoming crowded using mcgilligan camp for internees needed  the army were thinking of  assistance in providing staff might be  perhaps the new camp could be staffed from britain  it was pointed out  that senior officials from the home office prison department were to visit northern ireland to discuss more precisely what assistance the northern ireland government sought the home secretary told mr faulkner that the united kingdom government had decided to keep sydenham operating beyond 1973  it would operate on a  reduced basis so far as military personnel were concerned but there would not be redundancies affecting civil employment  mr faulkner welcomed this decision  and expressed his appreciation for the understanding shown by the ministers concerned the home secretary told mr faulkner that he proposed that sir edmund compton be asked to carry on dealing with complaints from persons arrested with a view to internment  this together with the arrangements which were being made for  a board of visitors to hear complaints of people once they were received into prison should fill the gap which had been criticised  sir edmund compton  would be asked to consider complaints made by the person concerned but not required to deal with complaints made at secondhand action of the army or the ruc  he would enquire into the  mr faulkner agreed with this proposal  there  was some discussion on whether the board of visitors could consider complaints by detainees as well as internees  
3021,IMG_6262_PREM_15_484,"The Home Secretary said that he had agreed that the R.U.C. should be
provided with automatic weapons to guard police stations where the army were
unable to provide protection.

He was not disposed to agree to the use of

automatic weapons by police officers on the streets.

Mr. Faulkner said that

he supported the Chief Constable's proposal that mobile patrols should have
machine-gun support if necessary.

Unless the police had this protection they

might not respond to emergency calls in difficult areas.

It was not proposed
Mr.

that automatic weapons should be used other than on mobile patrols.
said that the G.O.C. supported this proposal.

Faulkner

The Home Secretary referred to

arrangements which had been made at local initiative whereby a soldier with an
automatic weapon sometimes accompanied an R.U.C. patrol.

The Ministry of Defence

has now made arrangements so that this practice would be encouraged, though it
would be wrong to suggest that all cases would be covered.

The army was also

providing protection for vehicles.

The Home Secretary said that much of the criticism in the recent debate
had centred on procedures for internment.

If these could be modified it would

be easier to retain support for the principle of internment itself.
said that this was under active consideration.

Mr. Faulkner

He had it in mind that an

internee might be told in writing of the allegation against him: the statement
would be on the lines that he was a member of an unlawful association, or actively
involved in the recent campaign of violence.

The Home Secretary asked whether the

statement would give such detail as the type of illegal organisation - Brady or
Goulding - to which it was alleged that the individual belonged.
said that he was disinclined to go into such detail.

Mr. Faulkner

Mr. Faulkner said that

Judge Brown's Committee might consider cases in two stages, with lawyers
admitted to one but not to the other.

The Home Secretary suggested that

Judge Brown's Committee might be expanded in view of the large amount of work
for them to do.

A Commonwealth Judge might be included: it might even be

necessary for panels to be formed.

Mr. Faulkner said that he would speedily put

forward a package of proposals for revamping the internment procedures for the

Home Secretary to consider.

",the home secretary said that he had agreed that the ruc should be provided with automatic weapons to guard police stations where the army were unable to provide protection  he was not disposed to agree to the use of  automatic weapons by police officers on the streets  mr faulkner said that  he supported the chief constables proposal that mobile patrols should have machinegun support if necessary  unless the police had this protection they  might not respond to emergency calls in difficult areas  it was not proposed mr  that automatic weapons should be used other than on mobile patrols said that the goc supported this proposal  faulkner  the home secretary referred to  arrangements which had been made at local initiative whereby a soldier with an automatic weapon sometimes accompanied an ruc patrol  the ministry of defence  has now made arrangements so that this practice would be encouraged though it would be wrong to suggest that all cases would be covered  the army was also  providing protection for vehicles  the home secretary said that much of the criticism in the recent debate had centred on procedures for internment  if these could be modified it would  be easier to retain support for the principle of internment itself said that this was under active consideration  mr faulkner  he had it in mind that an  internee might be told in writing of the allegation against him the statement would be on the lines that he was a member of an unlawful association or actively involved in the recent campaign of violence  the home secretary asked whether the  statement would give such detail as the type of illegal organisation  brady or goulding  to which it was alleged that the individual belonged said that he was disinclined to go into such detail  mr faulkner  mr faulkner said that  judge browns committee might consider cases in two stages with lawyers admitted to one but not to the other  the home secretary suggested that  judge browns committee might be expanded in view of the large amount of work for them to do  a commonwealth judge might be included it might even be  necessary for panels to be formed  mr faulkner said that he would speedily put  forward a package of proposals for revamping the internment procedures for the  home secretary to consider  
3050,IMG_6291_PREM_15_484,"November, 1971

Thank you for your letter of 24th November.
as a condition of their release reads:-

The oath given by internees

""I swear by Almighty God that for the remainder of my life I will not
join in or assist any illegal organisation nor engage in any violence
nor counsel nor encourage others so to do.""
This oath or a solemn undertaking in similar terms has been signed by all
I understand that although this procedure
twelve internees released so far.
has been used so far, the Advisory Committee do not feel themselves bound to
continue the pattern in all future cases.

are:-

The figures for internees, correct up to yesterday, Thursday 25th November,
Arrested since 9th August
Released without detention order

1,260
625

Released after detention order

63

Released from internment on the
recommendation of the Advisory
Committee

12

Released from interment on the
recommendation of RUC

2

702

558
Held under Reg. 10 (arrest for up

to 48 hours)

Held under detention order

126

Still interned

351

558
The latest information available about cases considered by the Advisory
124 cases have been
Committee (made public 20th/21st November) is as follows.
reviewed, in 66 of which those concerned refused to appear before the Committee.
In 107 cases the Committee recommended continued detention; 12 men have been
recommended for release by the Committee, and subsequently released.
5 cases
have been deferred for further consideration.

The Rt. Hon. James Callaghan M.P.

",november 1971  thank you for your letter of 24th november as a condition of their release reads  the oath given by internees  i swear by almighty god that for the remainder of my life i will not join in or assist any illegal organisation nor engage in any violence nor counsel nor encourage others so to do this oath or a solemn undertaking in similar terms has been signed by all i understand that although this procedure twelve internees released so far has been used so far the advisory committee do not feel themselves bound to continue the pattern in all future cases  are  the figures for internees correct up to yesterday thursday 25th november arrested since 9th august released without detention order  1260 625  released after detention order  63  released from internment on the recommendation of the advisory committee  12  released from interment on the recommendation of ruc  2  702  558 held under reg 10 arrest for up  to 48 hours  held under detention order  126  still interned  351  558 the latest information available about cases considered by the advisory 124 cases have been committee made public 20th21st november is as follows reviewed in 66 of which those concerned refused to appear before the committee in 107 cases the committee recommended continued detention 12 men have been recommended for release by the committee and subsequently released 5 cases have been deferred for further consideration  the rt hon james callaghan mp  
3063,IMG_6305_PREM_15_484,"INTERNMENT PROCEDURES
At the meeting lastMonday (GEN 47(71)8th Meeting), the Prime Minister
asked us to look yet again at the possibility of devising asystem
the bulk of internees could be brought to trial.

under which

As you know, I havenoW had

a talk with the Attorney General on this matter and with Mr Dalton who is a member
the Judge Brown's Advisory. Committee and a former Kenyan judge.
There are two difficulties - and the Attorney General and Mr Dalton both
think that they are insuperable.
while a good

First, the reason for interment is simply that

deal is knownabout active

IRA members, the evidence, such as it is,

would not inimost cases stand up in court.

Examples are attached of the kind of

information which is known about individuals.

Much of it is simplynot

up to the

standards of evidence required in the courts. Secondly, even if the evidence did
stand up, there are obvious and overriding objections to disclosing its nature
to the defence or arranging for a confrontation between the security services and
the

person involved

-

which is the minimum

of that is required for the hearing

to be described as being in any way before a court.

Wesshould put individuals

in peril; and prejudice the sources of the information.

Even if the case were

held in camera, the defence would still know.

The Attorney General cannot see how

any moral accusatorial procedure could work.

This is also the view of

Mr Dalton,

He said that the evidence put before the Advisory Committee by Special Branch was

adequate to enable the Committee to reach a judgment, but that it would not
convince a court.

If we want to keep the internees under restraint, and he

thought we should, he could see no alternative to the present interment

The Northern Ireland Labour Party came to see us yesterday, to discuss
interment. They take the view that internment as such has poisoned the political
atmosphere

butadmitted

that there

wasa deep cleavageon this within their on

party, many maintaining that internment was unavoidable.

Their only suggestion

",internment procedures at the meeting lastmonday gen 47718th meeting the prime minister asked us to look yet again at the possibility of devising asystem the bulk of internees could be brought to trial  under which  as you know i havenow had  a talk with the attorney general on this matter and with mr dalton who is a member the judge browns advisory committee and a former kenyan judge there are two difficulties  and the attorney general and mr dalton both think that they are insuperable while a good  first the reason for interment is simply that  deal is knownabout active  ira members the evidence such as it is  would not inimost cases stand up in court  examples are attached of the kind of  information which is known about individuals  much of it is simplynot  up to the  standards of evidence required in the courts secondly even if the evidence did stand up there are obvious and overriding objections to disclosing its nature to the defence or arranging for a confrontation between the security services and the  person involved    which is the minimum  of that is required for the hearing  to be described as being in any way before a court  wesshould put individuals  in peril and prejudice the sources of the information  even if the case were  held in camera the defence would still know  the attorney general cannot see how  any moral accusatorial procedure could work  this is also the view of  mr dalton  he said that the evidence put before the advisory committee by special branch was  adequate to enable the committee to reach a judgment but that it would not convince a court  if we want to keep the internees under restraint and he  thought we should he could see no alternative to the present interment  the northern ireland labour party came to see us yesterday to discuss interment they take the view that internment as such has poisoned the political atmosphere  butadmitted  that there  wasa deep cleavageon this within their on  party many maintaining that internment was unavoidable  their only suggestion  
3064,IMG_6306_PREM_15_484,"was the setting up of some form of Commission which would review the reasons
for internment and the procedure which has so far been adopted.

They had little

hope that the Commission would be able to suggest any new procedures, but thought
that if HNG and the Northern Ireland Government were to take the initiative
in reviewing interrment, this might in itself create sufficient goodwill to

enable other political initiatives to be taken.
There are I think some improvements which might be made to the interrment
appeal procedure

for example, by allowing legal representation of internees

at the hearing - but this would be little more than window dressing and would
be regarded as tinkering.
I remain much disturbed by all this.

Unless we can make some gesture

on interrment,it is difficult to see how the talks can get started. But I
simply don't see how we can abandoninternment at this stage.

The Attorney

General and Mr Dalton only confirm our view however that the alternative of
beinging the men to trial is not the answer.

4thNovember 1971

",was the setting up of some form of commission which would review the reasons for internment and the procedure which has so far been adopted  they had little  hope that the commission would be able to suggest any new procedures but thought that if hng and the northern ireland government were to take the initiative in reviewing interrment this might in itself create sufficient goodwill to  enable other political initiatives to be taken there are i think some improvements which might be made to the interrment appeal procedure  for example by allowing legal representation of internees  at the hearing  but this would be little more than window dressing and would be regarded as tinkering i remain much disturbed by all this  unless we can make some gesture  on interrmentit is difficult to see how the talks can get started but i simply dont see how we can abandoninternment at this stage  the attorney  general and mr dalton only confirm our view however that the alternative of beinging the men to trial is not the answer  4thnovember 1971  
3072,IMG_6314_PREM_15_484,"ACT, 139
EMERGENCY POWERS (DEFENCE)

DEFENCE REGULATION 18B
.

OF STATE WITH REGARD
INSTRUCTIONS ISSUED BY THE SECRETARY
OF PERSONS
TO THE DETENTION IN PRIsON ESTAUSHMENTS
I8B.
DETAINED IN PURSUANCE OF REGULATION

n

of Regulation 18B are
1. As persons detained in pursuance
and not for any puni.so.detained for custodial purposes only
will be as little
five purpose, the conditions of their confinement

-

as possible oppressive, due regard being had to the necessity
of ensuring safe custody and maintaining order and good
behaviour.
prison establish2. So far as possible persons so detained in
Prison which
ments will be accommodated in a part of Liverpool
has been set apart for men so detained or in a part of Holloway
Prison which has been set apart for women so detained. When
such persons are accommodated in any other establishment
they will be kept apart from convicted prisoners.
i'..""

Food.
the
-3. A detained person who wishes to vary or supplement
expense
iiieals provided may do so at his own expense or the
of his friends; subject, however, to
(a) any directions given on medical grounds by the

Medical Officer;
(b) the same limitation upon the supply of alcoholic
liquor as apply in the cases of prisoners awaiting trial, viz.:
r pint of ale; stout or cider or one half-bottle of wine in
each 24 hours;
(c) such other limitations as may be necessary to prevent luxury or waste;
(d) inspection of all parcels sent into the prison.

t

Clothing.
4. A detained person will be permitted to wear his own clothing and may arrange through his friends for necessary replacement of articles of attire.

a
'I

.Visits.

5.-(1) Subject to any instructions to the contrary given by
the Secretary of State , at least one visit a week from a friend
or relative will be permitted, and the Governor may allow additional visits or visitors at his discretion.

I

",act 139 emergency powers defence  defence regulation 18b   of state with regard instructions issued by the secretary of persons to the detention in prison estaushments i8b detained in pursuance of regulation  n  of regulation 18b are 1 as persons detained in pursuance and not for any punisodetained for custodial purposes only will be as little five purpose the conditions of their confinement    as possible oppressive due regard being had to the necessity of ensuring safe custody and maintaining order and good behaviour prison establish2 so far as possible persons so detained in prison which ments will be accommodated in a part of liverpool has been set apart for men so detained or in a part of holloway prison which has been set apart for women so detained when such persons are accommodated in any other establishment they will be kept apart from convicted prisoners i  food the 3 a detained person who wishes to vary or supplement expense iiieals provided may do so at his own expense or the of his friends subject however to a any directions given on medical grounds by the  medical officer b the same limitation upon the supply of alcoholic liquor as apply in the cases of prisoners awaiting trial viz r pint of ale stout or cider or one halfbottle of wine in each 24 hours c such other limitations as may be necessary to prevent luxury or waste d inspection of all parcels sent into the prison  t  clothing 4 a detained person will be permitted to wear his own clothing and may arrange through his friends for necessary replacement of articles of attire  a i  visits  51 subject to any instructions to the contrary given by the secretary of state  at least one visit a week from a friend or relative will be permitted and the governor may allow additional visits or visitors at his discretion  i  
