text,strlabel,labels,source_handcoded_sent,perplexity
"briefly,the number of discharge by purchase applications in 2 PRA is not considered exceptional in view of the freeze during their tour in Northern Ireland; and a total of 90 convictions of soldiers by court martial and 16 in civil courts for drug offences in 1972 is not high considering the seriousness with which even minor infringements are viewed.",Negative,0,,95.48416900634766
The majority of cases involve cannabis.,Negative,0,,73.00311279296875
"LEGAL PROCEDURES 
10. Lord Diplock has presented the report of his Commission on legal procedures to deal with terrorist activities and the Government has announced its intention to implement his recommendations.",Positive,1,Lord Diplock has presented the report of his Commission on legal procedures to deal with terrorist activities and the Government has announced its intention to implement his recommendations.,33.80162811279297
"We therefore do not favour the expression ""sectarian"" murders.",Negative,0,,103.7901611328125
"He gave as his mission: 
""In closest co-operation with the RUC, the Army in Northern Ireland is progressively to diminish the ability of extremist organisations and their followers to influence political events or to terrorise any section of the population.""",Positive,1,"""In closest co-operation with the RUC, the Army in Northern Ireland is progressively to diminish the ability of extremist organisations and their followers to influence political events or to terrorise any section of the population."" 
CLF gave the three brigades the following tasks in order of priority: a. 
their campaign. b. 
To continue the attrition of the IRA’s will and capacity to continue",36.06428527832031
"CLF gave the three brigades the following tasks in order of priority: a. 
their campaign.",Negative,0,,152.16714477539062
50 RMP with an equal number of RUC have been specially charged with investigating these murders and with preventing further cases.,Negative,0,,132.58541870117188
"While it is true that about twice as many Catholics as Protestants have been murdered this year it is not true that all those are the work of the UVF/UDA, some are almost certainly IRA punishments and others straight criminal activity.",Negative,0,,29.559219360351562
"DIRECTIVES 
11. CGS issued his Directive to the GOC in the form outlined in the Monthly Report for November.",Negative,0,,129.37013244628906
"b. 
To continue the attrition of the IRA’s will and capacity to continue 
To protect and be seen to protect sections of the community who are, or who believe themselves to be, threatened.",Positive,1,"""In closest co-operation with the RUC, the Army in Northern Ireland is progressively to diminish the ability of extremist organisations and their followers to influence political events or to terrorise any section of the population."" 
CLF gave the three brigades the following tasks in order of priority: a. 
their campaign. b. 
To continue the attrition of the IRA’s will and capacity to continue",72.04131317138672
"including the treatment of an epileptic who had been interrogated five times: the first three times he had been treated as an epileptic,",Negative,0,,22.837934494018555
"when he had got up,",Negative,0,,28.32181167602539
view of the choice they were being asked to make.,Negative,0,,15.310823440551758
He had formed a high opinion of Father Wilson’s integrity and judgment.,Negative,0,,129.24632263183594
The Catholics in East Belfast were so frustrated that they no longer thought it worthwhile to complain to the authorities about the Army’s treatment.,Negative,0,,55.00113296508789
"Mr. Lynch spoke about his meeting with Father Desmond 
Wilson.",Negative,0,,492.3489685058594
he had been required to run the gauntlet of batons wielded by the Army.,Negative,0,,38.60820388793945
"The Army’s activities in East Belfast, as reported by Father Wilson, was a barrier to the improvement of the situation in Northern Ireland.",Negative,0,,66.70155334472656
"but on the last two occasions he had been forced to lie on his back on the floor,",Negative,0,,15.208909034729004
"and to various incidents of intimidation reported by Father Wilson,",Negative,0,,372.421142578125
"a wet towel had been placed over his head,",Negative,0,,31.9597110748291
"then,",Negative,0,,9.495131492614746
Father Wilson had himself been beaten up by the Army.,Negative,0,,56.34003829956055
"Mr. Lynch referred to the harassment and the searches which were complained of,",Negative,0,,87.14107513427734
"Indeed, Mr. Lynch said that, though Father Wilson had been to see the Secretary of State only a week after he was beaten up by the Army, he had not thought it worthwhile to mention it in his meeting with the Secretary of State. Mr. Lynch said that the Irish Government wished to",Negative,0,,19.205324172973633
and water had been poured over it to give him the impression that he would be suffocated;,Negative,0,,33.70503616333008
d. Ardoyne.,Negative,0,,127.74007415771484
A civilian was wounded in the left leg when shots were fired from a passing car in Park Ave.,Negative,0,,22.080215454101562
Fire war returned 3 times and a hit was claimed.,Negative,0,,342.75244140625
b. Suffolk.,Negative,0,,513.6074829101562
"BELFAST 2. 
There were 13 shooting incidents 7 of which involved the Security Forces.",Negative,0,,160.588623046875
"Vanguard, LAW and the UDA have amalgamated to form a new hard line Protestant party under the leadership of William Craig.",Negative,0,,56.383792877197266
"Security Forces were involved in one 
of the 3 shooting incidents in the area.",Negative,0,,112.34455108642578
In one of these incidents ne Julian received a minor GSW to his knee.,Negative,0,,235.453857421875
This was in protest against Parachute Regiment units remaining in Northern Ireland.,Negative,0,,50.11726379394531
"4 shots were then fired, one of which grazed his forehead.",Negative,0,,30.543649673461914
"At 2245 hrs 3 x HV shots were fired 
at a 1 RGJ Saracen.",Negative,0,,659.09619140625
At 0255 hrs 5 LV shots were fired at an OP in Paulett Ave from the direction of Kearley St (Prot). There were no casualties and 1 x 7.62 round was returned.,Negative,0,,126.94631958007812
"There was one military casualty, Mne Julian, who sustained GSW to the knee, and 3 minor civilian casualties in incidents not involving Security Forces.",Negative,0,,125.07638549804688
"After a fight between 2 men in Southport St, 6 UDA members set up a roadblock.",Negative,0,,58.162845611572266
There was one explosion and a few minor disturbances during which 4 baton rounds were fired.,Negative,0,,54.47011947631836
e. New Lodge/Unity.,Negative,0,,890.4688110351562
3 civilians received minor gunshot wounds.,Negative,0,,184.87753295898438
Several RUC patrols were stoned in the Shankill during the period.,Negative,0,,70.35610961914062
"They smashed the windows of his car, hit him over the head and stole his pistol and 5 rounds of ammunition.",Negative,0,,12.991703987121582
"NORTHER GENERAL 
1. IRELAND SITUATION REPORT FROM 110700 TO 120700 HRS SEP 72 The period was generally quiet with 17 shooting incidents of which 12 
were directed at Security Forces.",Negative,0,,128.877197265625
2 armed men stole L140 and tobacco worth £400 from a van in Shankill Rd.,Negative,0,,255.39768981933594
At 0930 hrs workers walked out of the West Belfast Power Station in an organised protest against Parachute Regiment units.,Negative,0,,52.996334075927734
"There were 2 shooting incidents both involving 
Security Forces.",Negative,0,,739.31591796875
A 301b bomb exploded in a wineshop in Tennent St causing extensive damage but no casualties.,Negative,0,,131.64291381835938
"The workers in the 2 Belfast power stations went on strike in protest against 
PARA; the workers at 
Ballylumford, Co Antrim, power station are due to go on strike at midday today.",Negative,0,,52.82801818847656
There was one arrest in the area.,Negative,0,,27.42733383178711
Power workers walked out of 2 Power Stations in protest against Parachute Regiment units.,Negative,0,,145.90997314453125
There were no casualties and fire was not returned.,Negative,0,,45.24753189086914
There was one arrest in the area.,Negative,0,,27.42733383178711
There was isolated UDA activity and a roadblock was set up in the Shankill after a fight.,Negative,0,,45.571956634521484
a. Roger Casement/Musgrave Park.,Negative,0,,261.37310791015625
A Marine was wounded in the knee.,Negative,0,,47.344017028808594
Shortly after 1300 hrs workers walked out of E Belfast Power Station in support of the workers in the W Belfast Power Station.,Negative,0,,72.58013916015625
An RUC constable returning from duty at 0150 hrs was stopped at the junction of Templemore Ave/Newtownards Rd by a group of 20 UDA members who were masked and armed with sticks.,Negative,0,,38.74955368041992
f. Ballymacarrett/Willowfield.,Negative,0,,218.62672424316406
The walk-out resulted in a loss of voltage.,Negative,0,,103.78709411621094
"A small amount of ammunition and some radio equipment 
was found in a house in Ramoan Gardens.",Negative,0,,121.85416412353516
6 x 7.62 rounds were returned and one hit was claimed.,Negative,0,,107.5611572265625
There were disturbances at Long Kesh when remand prisoners refused to go to court; troops used CS and baton rounds to restore order.,Negative,0,,57.54111862182617
"However, they dispersed peacefully when asked to do so by Security Forces.",Negative,0,,26.018583297729492
In E Belfast 20 UDA members attacked an RUC constable and took his pistol.,Negative,0,,103.07904815673828
c. Shankill/Crumlin/Woodvale.,Negative,0,,220.9419708251953
"A single round was fired from Butler St at a patrol in 
Crumlin Rd.",Negative,0,,361.1590576171875
There ere 2 explosions but no casualties.,Negative,0,,419.8916015625
"A civilian was beaten up by 2 armed men 
during the afternoon.",Negative,0,,201.82955932617188
(repeat not) yet led them to basic decisions.,Negative,0,,1093.046630859375
"One has in mind the Northern 
Ireland Government’s Consultative Document on the Future Development of the Parliament and Government of Northern Ireland, which it published last October and on which it has been impossible to get proper discussion in the light of the situation which has since existed.",Negative,0,,61.80597686767578
"The Government in London does 
indeed seek the earliest possible opportunity for a constructive initiative.",Negative,0,,230.0891876220703
"on the first major question to be answered - namely, whether the present situation does indeed provide the opportunity for initiative.",Negative,0,,47.41352081298828
"In this 
respect the Government has for long been mindful of the failure of previous initiatives because of this lack of response.",Negative,0,,112.14320373535156
"Meanwhile, as Ministers pursue this extremely difficult process of 
assessing the situation it is the merest speculation to indulge in discussion of the steps which might eventually be taken.",Negative,0,,118.41051483154297
"It is also clear in London tonight that British Ministers are anxious that 
when any initiative is possible it will be launched in an atmosphere and at a time which augurs adequate response from all the parties involved.",Negative,0,,99.4944076538086
It is undoubtedly true that Ministers have been giving the most urgent consideration to the Northern Ireland situation in the light of what happened recently both in Londonderry and in Newry.,Negative,0,,20.49828338623047
This is not (repeat not) the position.,Negative,0,,82.680419921875
"But their deliberations have not They have yet to make judgment 
Nor have they 
yet taken decisions on the shape of any initiatives, for the right moment whenever finally they may judge that to be.",Negative,0,,200.51441955566406
"The Washington Post’s correspondent’s story indicated that there were 
three key elements in such a plan: a) A relaxation of the internment policy b) Massive economic aid to reduce unemployment c) Some form of community government 
It added that best informed sources expected a favourable decision 
probably to be announced next week.",Negative,0,,91.37781524658203
"Wednesday 9 February 1972 NORTHERN IRELAND 
- SEEKING THE NEXT STEP by George Holt LPS Political Correspondent Authoritative sources in London gave no (repeat no) credence tonight 
Wednesday to a report accredited to the London Correspondent of the Washington Post and appearing today in the British newspaper, The Guardian, that the British Government has tentatively decided on a three-pronged plan to relieve the conflict in Northern Ireland.",Negative,0,,64.46785736083984
"This is, moreover, a situation which might yet continue for some time.",Negative,0,,27.94358253479004
"Well there’s nothing new in this of course, the IRA have remember during the past eighteen months they have made 
several murderous attacks upon policemen.",Negative,0,,178.6557159423828
"DIMBLEBY: FAULKNER: Do you think that there will be, as a result of the 
last few attacks which seem to have increased in concentration, that there will be demands that they should be re-armed?",Negative,0,,48.256446838378906
"JONATHAN DIMBLEBY 18th October, 1971/0022 
INTERV.",Negative,0,,376.27142333984375
"For instance the two police officers who were shot dead in Belfast on Friday afternoon were carrying arms, and of course didn’t have the opportunity to use them at all.",Negative,0,,41.65997314453125
and there certainly will be no qualms on my part about agreement from the Northern Ireland Government that the RUC should carry arms as and when it’s regarded that they should do se by the Chief Constable and I don’t think I’m stretching it at all to say that the United Kingdom Government would hold similar views to mine on that.,Positive,1,"I will never be swayed in an way by political pressure 
whether from my own Party or elsewhere on security matters, I’ve made this clear all alone, whether it relates to internment or to arming of the police or whatever, but I will be guided absolutely by the Chief Constable of the Loyal Ulster Constabulary on this matter, I will always seek his advice, and there certainly will be no qualms on my part about agreement from the Northern Ireland Government that the RUC should carry arms as and when it’s regarded that they should do se by the Chief Constable and I don’t think I’m stretching it at all to say that the United Kingdom Government would hold similar views to mine on that.",38.01854705810547
"but I will be guided absolutely by the Chief Constable of the Loyal Ulster Constabulary on this matter,",Negative,0,,41.567665100097656
"I’ve made this clear all alone,",Negative,0,,492.3888854980469
"they have been cowardly attacks and, in two cases, with tragic 
But this is something that the men of the RUC have quite literally faced at intervals for the last fifty years.",Negative,0,,81.41712951660156
N.T.,Negative,0,,11.154383659362793
No I don’t believe that this will make any difference at all to the attitude of the men in the RUC.,Negative,0,,34.89121627807617
"They do carry arms when 
they are engaged in duties where it is thought that the arms are necessary for their protection.",Negative,0,,127.00928497314453
"I will always seek his advice,",Negative,0,,80.28577423095703
"In my view they’re the bravest police force in the world and in fact, judging by their activities especially ever the last few months, perhaps one of the most effective and efficient.",Negative,0,,47.175533294677734
"whether it relates to internment or to arming of the police or whatever,",Negative,0,,50.3309326171875
R.,Negative,0,,15.644309997558594
results.,Negative,0,,13.701869010925293
"BRIAN FAULKNER EXTRACT FROM THE WORLDTTHIS WEEKEND OCTOBER 17th 
T.T.",Negative,0,,59.75420379638672
"FAULKNER: 
I will never be swayed in an way by political pressure 
whether from my own Party or elsewhere on security matters,",Positive,1,"I will never be swayed in an way by political pressure 
whether from my own Party or elsewhere on security matters, I’ve made this clear all alone, whether it relates to internment or to arming of the police or whatever, but I will be guided absolutely by the Chief Constable of the Loyal Ulster Constabulary on this matter, I will always seek his advice, and there certainly will be no qualms on my part about agreement from the Northern Ireland Government that the RUC should carry arms as and when it’s regarded that they should do se by the Chief Constable and I don’t think I’m stretching it at all to say that the United Kingdom Government would hold similar views to mine on that.",124.75235748291016
"42/064 FAULKNER: 
made it very clear that the police force and the army are their prime targets.",Negative,0,,76.75314331054688
"DIMBLEBY: If there were demands, perhaps from your own Party, that 
the police in general should be re-armed, would you refuse them?",Negative,0,,88.59307098388672
"It looks an though, over the past two days, they have definitely sought out police targets.",Negative,0,,115.85753631591797
There was a single RPG7 rocket attack on a fuel installation at Aldergrove airport on Sunday.,Negative,0,,92.11286163330078
"Sgt Drake, the fifth’ of the senior NCO’s involved in the car bomb explosion 
at Omagh; died in hospital.",Negative,0,,175.43971252441406
"NORTHERN IRELAND SITUATION REPORT FROM 010700 TO 040700 HRS JUNE 1973 GENERAL 1. 
Against a backgound of very fe shooting incidents (17 in which SF were 
involved in 10) and 6 explosions; the more serious events stand out in contrast and received perhapsdisproportionate interest in the press.",Negative,0,,132.8847198486328
The worst of these followed the dispersal of a peaceful anti-internment meeting in Guildhall Square when a crowd stoned and attacked the Gasworks location.,Negative,0,,59.66596603393555
"Of greatest note were a succession of disturbances in the Creggan and the 
Bogside of Londonderry on Sunday.",Negative,0,,108.47669219970703
"A man and a woman were killed when two gunmen burst into a Protestant house 
in the Bone area of Belfast on Saturday.",Negative,0,,53.086788177490234
The rocket was fired from the main road and exploded against the chain link fence without significant damage.,Negative,0,,43.57191848754883
"There was a suicide in the Maze Prison on Sunday an event which may spark off 
further anti-internment propaganda.",Negative,0,,129.7224884033203
No motive has yet appeared for these murders.,Negative,0,,49.7522087097168
"MR LYNCH HAD AT ONCE SPOKEN TO O’MALLEY WHO HAD INSTRUCTED THAT O’CONNELL SHOULD BE LET THROUGH THE DRAGNET, AND HE ONLY HOPED THAT SOME POLICEMAN TO WHOM THE WORD HAD NOT PENETRATED WOULD NOT PICK UP O’CONNELL.",Negative,0,,26.49333953857422
ANY CONCESSIONS ABOUT TREATMENT WOULD NEED TO BE EXTENDED TO ALL PRISONERS.,Negative,0,,26.242069244384766
"THEY HAD HAD TWO MEETINGS ON FRIDAY WITH THE LABOUR PARTY IN DUBLIN WITHOUT CONDESCENDING 
9. FOR THE MOMENT AT ANY RATE THE IRISH GOVERNMENT AND OURSELVES ARE ON THE SAME WAVELENGTH.",Negative,0,,20.33883285522461
END OF QUOTE.,Negative,0,,80.01671600341797
"THERE IS A BIG MANHUNT AND SEARCH FOR ARMS IN PROGRESS IN DONEGAL, WITH O’CONNELL IN THE THICK OF IT.",Negative,0,,47.25653076171875
POLITICAL PRISONERS.,Negative,0,,16.477392196655273
"5. I EMPHASIZED THAT ON THE TWO POINTS WHICH WE KNEW PARTICULARLY CONCERNED THE IRISH GOVERNMENT 
- NEGOTIATIONS WITH THE PROVISIONALS AND RECOGNITION OF POLITICAL PRISONERS - THE 
SECRETARY OF STATE HAD NOT BUDGED, MR LYNCH HELPFULLY OBSERVED QUOTE IN THESE RAPIDLY CHANGING SITUATIONS WE MUST HOLD BY OUR PRINCIPLES AND ALLOW A LITTLE ELASTICITY IN APPLYING THEM UNQUOTE.",Negative,0,,23.51937484741211
TO COMMIT CRIMINAL OFFENCES.,Positive,1,"AS TO THE SUBSTANCE OF THE POINTS WHICH HAVE BEEN RAISED, THE SECRETARY OF STATE WOULD FIND NO DIFFICULTY IN SAYING THAT IF THERE WERE A CEASEFIRE, THERE WILL NOT BE A MAJOR LIFT,NOR, INDEED, IS ANYBODY LIKELY TO BE ARRESTED UNLESS THEY CONTINUE 
(HIS WORD) TO APPROACH ANY MEMBER OF THE GOVERNMENT. 
TO COMMIT CRIMINAL OFFENCES.",18.528018951416016
"F C 0 PASS FLASH UKREP BELFAST. PECK 
[REPEATED AS REQUESTED] DEPARTMENTAL DISTRIBUTION 
IRELAND D WED 
PUSD DEF D 
ADDITIONAL DISTRIBUTION",Negative,0,,149.4700927734375
"AS FAR AS THE CLAIM FOR RECOGNITION OF POLITICAL STATUS BY THE CONVICTED PRISONERS IS CONCERNED, THE SECRWTARY OF STATE IS PREPARED TO LOOK SYMATHETICALLY AT ANY SPECIFIED REQUESTS FOR TREATMENT 
WITHIN THE PRISON RULES, E G ABOUT CLOTHES, VISITS, ETC.,",Negative,0,,30.44382095336914
ME OBVIOUSLY APPROVED STRONGLY OF THIS DEVELOPMENT AND MUCH APPRECIATED BEING KEPT IN THE PICTURE.,Negative,0,,13.307717323303223
7. HE WAS ALSO WORRIED ABOUT MC KEE’S HUNGER STRIKE.,Negative,0,,111.90853881835938
JOHN HUME RANG UP MR LYNCH LAST MIGHT TO SAY THAT IMPORTANT DEVELOPMENTS WERE IMMINENT FOR WHICH THE PRESENCE OF O’CONNELL WAS ESSENTIAL.,Negative,0,,50.1707763671875
"QUOTE 4. AS TO THE SUBSTANCE OF THE POINTS WHICH HAVE BEEN RAISED, THE SECRETARY OF STATE WOULD FIND NO DIFFICULTY IN SAYING THAT IF THERE WERE A CEASEFIRE, THERE WILL NOT BE A MAJOR LIFT,NOR, INDEED, IS ANYBODY LIKELY TO BE ARRESTED UNLESS THEY CONTINUE 
(HIS WORD) TO APPROACH ANY MEMBER OF THE GOVERNMENT.",Positive,1,"AS TO THE SUBSTANCE OF THE POINTS WHICH HAVE BEEN RAISED, THE SECRETARY OF STATE WOULD FIND NO DIFFICULTY IN SAYING THAT IF THERE WERE A CEASEFIRE, THERE WILL NOT BE A MAJOR LIFT,NOR, INDEED, IS ANYBODY LIKELY TO BE ARRESTED UNLESS THEY CONTINUE 
(HIS WORD) TO APPROACH ANY MEMBER OF THE GOVERNMENT. 
TO COMMIT CRIMINAL OFFENCES.",15.609620094299316
6. HE ADDED TO IT THE FOLLOWING.,Negative,0,,66.91661834716797
HE THOUGHT AND HOPED THAT THE SECRETARY OF STATE’S LINE ON PARA 2 (B) ABOVE WOULD ENABLE HIM TO CALL IT OFF.,Negative,0,,30.016448974609375
"8. MR LYNCH PARTICULARLY ASKED TO BE KEPT IN THE PICTURE AS THE 
S D L P WERE NOT BEING VERY HELPFUL.",Negative,0,,50.99161148071289
"BUT IS NOT PREPARED TO CREATEA A NEW CATEGORY, I.E.",Negative,0,,23.450637817382812
(d) A great deal would depend on the extent to which we could continue to count on local co-operation as regards the maintenance of essential services and on the loyalty of the RUC.,Negative,0,,19.842500686645508
"we should launch some new political initiative - possibly on an all-Ireland basis 
It would therefore be essential that - very soon after we had taken the drastic measures 
envisaged.",Negative,0,,101.27989959716797
"(f) For all these reasons we could not sustain this policy indefinitely or, perhaps, for very long.",Negative,0,,39.420711517333984
"(e) The impact on the Republic and on international opinion generally is unpredictable but would be bound to be adverse; and, in certain circumstances, a renewed threat to sterling might emerge.",Negative,0,,71.09459686279297
"The essential features of this report are as follows:(a) 
Legislation would be required (on the lines indicated in Appendix C) in order both to confer on the Government the necessary additional powers and, subsequently, to indemnify all concerned.",Negative,0,,38.61381912231445
"Otherwise, or if the political initiative failed, the last state might be worse than the first.",Negative,0,,43.81123352050781
"Northern Ireland: Contingency Planning A short time ago Ministers commissioned a contingency study of the 
""worst case"". This is attached; and I am sending copies of it, together with copies of this covering minute, to those Ministers whose Departments have been involved - the Foreign and Commonwealth Secretary, the Secretary of State for Northern Ireland, the Secretary of State for Defence and the Home Secretary.",Negative,0,,25.78266716003418
"Otherwise, the result might be complete anarchy.",Negative,0,,36.57740783691406
It is explicitly addressed to a situation in which we are on the point of losing control of events unless we take very severe action indeed. Such a situation means that the IRA have intensified their campaign still,Negative,0,,46.351200103759766
"I have discussed the report with the Permanent Secretaries concerned 
and the CGS.",Negative,0,,156.31201171875
"(c) The reinstatement of internment and interrogation would be inevitable (on the basis of a potential ""bag"" of about 1600 additional internees in the first two weeks); and it would also be necessary to arrest on suspicion alone.",Positive,1,"The reinstatement of internment and interrogation would be inevitable (on the basis of a potential ""bag"" of about 1600 additional internees in the first two weeks); and it would also be necessary to arrest on suspicion alone.",52.369815826416016
(b) In order to be fully effective the policy would require an additional 27 major units plus supporting elements.,Negative,0,,87.7794418334961
I am also sending a copy to the Attorney General.,Negative,0,,19.797401428222656
"IF MR. LYNCH ENQUIRES HOW LONG IT WILL BE BEFORE LORD 
PARKER’S COMMITTE REPORTS, YOU SHOULD SAY THAT YOU DO NOT KNOW.",Negative,0,,94.70844268798828
"3. YOU SHOULD AWAIT CONFIRMATORY INSTRUCTIONS ON 29 NOVEMBER 
BEFORE DELIVERING MESSAGE, IN CASE THERE SHOULD BE AMENDMENTS. DOUGLAS HOME 
IRELAND D. WED PUSD IRD NEWS D 
N.IRELAND",Negative,0,,79.19649505615234
ANY COMMENT WHICH MINISTERS FEEL ABLE TO MAKE WILL BE CONTAINED IN SPEECHES MADE DURING THE COURSE OF THE DEBATE.,Negative,0,,13.938705444335938
YOU SHOULD AVOID GETTING INTO A DISCUSSION OF MR. HAROLD WILSON’S SPEECH.,Negative,0,,24.19805335998535
THIS WOULD IN ANY CASE BE POLITICALLY UNACCEPTABLE BUT EVEN IF IT WERE NOT IT WOULD BE OPEN TO ALL THE DIFFICULTIES ABOUT THE INTIMIDATION OF WITNESSES AND REPRISALS ETC.,Positive,1,THIS WOULD IN ANY CASE BE POLITICALLY UNACCEPTABLE BUT EVEN IF IT WERE NOT IT WOULD BE OPEN TO ALL THE DIFFICULTIES ABOUT THE INTIMIDATION OF WITNESSES AND REPRISALS ETC. WHICH OBLIGED STORMONT TO RESORT TO INTERNMENT RATHER THAN TRIALS.,13.29098129272461
YOU SHOULD DISCOURAGE ANY SUGGESTION THAT MR. LYNCH MAY MAKE FOR AN INDEPENDENT TRIBUNAL TO INVESTIGATE ALLEGATIONS.,Negative,0,,12.837392807006836
"THE REASON IS THAT THERE HAS BEEN A DELAY IN CONSTITUTING IT AS A RESULT OF THE FAILURE OF THE LABOUR PARTY SO FAR TO NOMINATE 
A PRIVY COUNCILLOR TO TAKE PART.",Negative,0,,16.294292449951172
"MINISTERS WILL NO DOUBT BE CONSIDERING HIS PROPOSALS BUT IN VIEW OF THE DECISION OF THE OPPOSITION TO DIVIDE THE HOUSE WHEN THE DEBATE RESUMES ON MONDAY IN TERMS WHICH IN PARTS APPEAR TO CONTRADICT POINTS MADE BY MR. WILSON, IT IS NOT AT PRESENT CLEAR EXACTLY WHAT HIS PROPOSALS AMOUNT TO.",Negative,0,,14.79561996459961
WHICH OBLIGED STORMONT TO RESORT TO INTERNMENT RATHER THAN TRIALS.,Positive,1,THIS WOULD IN ANY CASE BE POLITICALLY UNACCEPTABLE BUT EVEN IF IT WERE NOT IT WOULD BE OPEN TO ALL THE DIFFICULTIES ABOUT THE INTIMIDATION OF WITNESSES AND REPRISALS ETC. WHICH OBLIGED STORMONT TO RESORT TO INTERNMENT RATHER THAN TRIALS.,41.37923812866211
"10. And above all I hope that this will not be allowed to affect the good relationship which you and I have established, and the close relations between our two.",Negative,0,,25.942052841186523
"Protestant as well as Catholic 
and I.R.A.",Negative,0,,50.16071701049805
"8. 
We have however sought to ensure that the measures 
taken do not discriminate as between the different sections of the community, except as the facts of the situation make inevitable.",Positive,1,"We have however sought to ensure that the measures 
taken do not discriminate as between the different sections of the community, except as the facts of the situation make inevitable. 
Protestant as well as Catholic 
and I.R.A. extremists will be liable to internment",61.62269973754883
extremists will be liable to internment and the marches due in Derry on 12 August .,Positive,1,"We have however sought to ensure that the measures 
taken do not discriminate as between the different sections of the community, except as the facts of the situation make inevitable. 
Protestant as well as Catholic 
and I.R.A. extremists will be liable to internment and the marches due in Derry on 12 August .and in Belfast at the end of the month will not take place.",102.29483032226562
Our hope.,Positive,1,"Our hope. certainly is that they can be strictly: temporary, and will serve to reestalbish a situation in which the many social and other reforms that have been introduced are recognised at their true value, and progress can again be resumed on the task of building more harmonious inter-community relations in Northern Ireland.",1853.885009765625
"11. I am much looking forward to your visit in October, which will give us an opportunity to discuss the.",Negative,0,,20.415130615234375
"I hope that, in the light of wh I have said, you will be able to react to them with understanding, even if with regret.",Negative,0,,31.699419021606445
"certainly is that they can be strictly: temporary, and will serve to reestalbish a situation in which the many social and other reforms that have been introduced are recognised at their true value, and progress can again be resumed on the task of building more harmonious inter-community relations in Northern Ireland.",Positive,1,"Our hope. certainly is that they can be strictly: temporary,",68.98174285888672
and in Belfast at the end of the month will not take place.,Positive,1,marches due in Derry on 12 August .and in Belfast at the end of the month will not take place.,34.4738883972168
countries on so many matters of importance to us both: and particularly on entry into the European Communities.,Negative,0,,64.0516586303711
whole range of matters of interest to us both.,Negative,0,,42.06942367553711
"9. 
I regret no less than you that these new measures 
have been found necessary.",Negative,0,,126.86474609375
to hold his hand.,Negative,0,,101.39813995361328
"sin 
todaye o roof,",Negative,0,,13266.396484375
"inoe 
anyone was intrroated in depth, there is now 1s appehnsion in the minds of detainees about h s po slbility of a g put through the process 
to ive infozration under ordinary interrogation. irelan4, t INWU 4ef$ e is correopondiny less willingnes (A,., SW§in1",Negative,0,,1105.074462890625
"that further thought woibe given t et e following Mx, Froelmer’ M hine 
PIPW, ""I/ fjjo"" o. ,4 t,"" h fr!",Negative,0,,2290.75048828125
Of his re roe.,Negative,0,,3091.507568359375
"Yaomhner ,",Negative,0,,4836.52392578125
"yf t . AgFj t $ 5 14 shW4 t tot X, would be partioipatingf it -ee 1e Ntgg o !",Negative,0,,1527.14794921875
assore tie..,Negative,0,,18633.0859375
"’ie Wily folegraphl o Xet*Yo ’ooot that the absenoe of y siton of the proee Meth wie Itse* for the periodg overing 4 dJaay May 1A414,",Negative,0,,1546.405517578125
has.,Negative,0,,104.49910736083984
"London tomorrow (wit 
The Director of Inteligenes in northern lrelnd will be in thee 
iod of te SUC est iu 
evidence to the Parker Comitte,",Negative,0,,1248.8515625
"been sede bt y Uhe >g to Meutant 
General air Ian yreelen,",Negative,0,,2157.693359375
