text,strlabel,labels
"Under Regulation 11(2) a person ay be detained by ardor until (a) he bas been dischared by direction of the Attorney-Geneml or (b) he is brought before a Court of uraarys 
Jurisdiotion.",J_Denial,2
"It and when internment tn introduood it will be necessary to ot without delay under ReaulationA 10 11 and 12 of the Regulations sods under the Civil Anthorities (Speoinal1owro) Aot (il) 1922 (Roprint to 1969).
",J_Emergency-Policy,1
"During thin period in he protoctod by the Judges Rules?
",J_Denial,2
"His Excellency is advised that it has been increasingly effective in its original purpose of removing subversive organisations from areas in which they previously held sway, so that there now are areas in Belfast and elsewhere in which it is more tolerable to live because there are no longer organisations there to terrorise the people of those areas.
",J_Misc,3
"Security policies will inevitably be resented in those sections of the community in which are found those deemed to be working against the security of the whole community. There may well result a real belief on the part of some that the working of such policies is an attack on the rights of a minority. It is sadly true, however, that this belief, although mistaken, is actively fostered by others.",J_Emergency-Policy,1
"This is perhaps a suggestion that people are interned because of their political views. The Prime Minister has publicly stated and repeated that persons are interned solely because they are deemed to be members of, or actively associated with, subversive organisations. 
Where 
the Advisory Committee have been satisfied that an internee does not fall into this category they have so recommended and that man has been released.",J_Denial,2
"Regrettably also, some of the active opposition to internment and much of the misrepresentation about its use have encouraged terrorism.
",J_Terrorism,5
"Recent arrests have shown clearly that most of those now active in such organisations were recruited before August 1971, when internment was introduced.",J_Misc,3
"His Excellency is advised that it has been increasingly effective in its original purpose of removing subversive organisations from areas in which they previously held sway, so that there now are areas in Belfast and elsewhere in which it is more tolerable to live because there are no longer organisations there to terrorise the people of those areas.",J_Law-and-order,7
"The point must also be made that there are some who do not wish internment to work but who wish to see subversive organisations succeed in their aim of procuring constitutional changes that are contrary to the wishes of a majority in the community.
",J_Misc,3
"His Excellency is advised that it has been increasingly effective in its original purpose of removing subversive organisations from areas in which they previously held sway, so that there now are areas in Belfast and elsewhere in which it is more tolerable to live because there are no longer organisations there to terrorise the people of those areas.",J_Terrorism,5
"We have made clear our view that 
the measures taken should not discriminate as between the different sections of the community, except as the facts of the situation make inevitable.
",J_Political-Strategic,0
"The effectiveness of internment north of the border 
would be greater if the Irish Government were prepared to introduce internment south of the border at the same time; but all that we know of the Irish Government’s policies suggeststhat there is no possibility of parallel action south of the border.",J_Intl-Domestic_Precedent,11
"forces to help to implement it, if it was not accompanied by a complete ban on marches and parades of all kinds;
",J_Political-Strategic,0
"An advisory committee will be set up, to which 
any one who is interned will have the right to make representations.",J_Denial,2
"The marches due in Derry 
on 12 August and in Belfast at the end of the month will not take place.",J_Political-Strategic,0
"I have however sent a message to Lynch, asking him to react with understanding, even if with regret, and emphasising that we hope that these measures can be strictly temporary",J_Misc,3
"Pending the report of the commission and of 
the subsequent legislation on it, the Government therefore proposes at an early date to introduce interim legislation under the Special Powers Act to set up a special tribunal to deal with persons accused of terrorist activities by means of a procedure which will preserve the essentials of natural justice, but which will be matched to the special conditions which unfortunately obtain in Northern Ireland.
",J_Terrorism,5
"But the Government 
wishes to make clear at once that these measures will not in any way be directed against the holding of opinions, but only against the use of violence and terror to force those opinions on law",J_Denial,2
"This tribunal will be asked to 
consider cases referred to it by the Secretary of State (which will include cases of those presently in internment), to determine the nature of their involvement in terrorist activities, and either to order release or to impose a definite period of detention.",J_Legal_Procedure,6
"ossible for the Government to carry through its intention of abolishing internment, or to begin the process of dismantling the Special Powers Act.
",J_Terrorism,5
"Meantime, the Government reaffirms its determination to 
improve the security situation in Northern Ireland and to deal with terrorists, including those who, for the reasons indicated earlier, cannot easily be dealt with through the normal processes of the criminal law. 
Pending the report of the commission and of 
the subsequent legislation on it, the Government therefore proposes at an early date to introduce interim legislation under the Special Powers Act to set up a special tribunal to deal with persons accused of terrorist activities by means of a procedure which will preserve the essentials of natural justice, but which will be matched to the special conditions which unfortunately obtain in Northern Ireland. 
This tribunal will be asked to 
consider cases referred to it by the Secretary of State (which will include cases of those presently in internment), to determine the nature of their involvement in terrorist activities, and either to order release or to impose a definite period of detention.",J_Emergency-Policy,1
"ossible for the Government to carry through its intention of abolishing internment, or to begin the process of dismantling the Special Powers Act.
",J_Emergency-Policy,1
"Pending the report of the commission and of 
the subsequent legislation on it, the Government therefore proposes at an early date to introduce interim legislation under the Special Powers Act to set up a special tribunal to deal with persons accused of terrorist activities by means of a procedure which will preserve the essentials of natural justice, but which will be matched to the special conditions which unfortunately obtain in Northern Ireland.
",J_Denial,2
"But the Government 
wishes to make clear at once that these measures will not in any way be directed against the holding of opinions, but only against the use of violence and terror to force those opinions on law",J_Law-and-order,7
"Pending the report of the commission and of 
the subsequent legislation on it, the Government therefore proposes at an early date to introduce interim legislation under the Special Powers Act to set up a special tribunal to deal with persons accused of terrorist activities by means of a procedure which will preserve the essentials of natural justice, but which will be matched to the special conditions which unfortunately obtain in Northern Ireland.
",J_Legal_Procedure,6
"Meantime, the Government reaffirms its determination to 
improve the security situation in Northern Ireland and to deal with terrorists, including those who, for the reasons indicated earlier, cannot easily be dealt with through the normal processes of the criminal law.
",J_Terrorism,5
"But the Government 
wishes to make clear at once that these measures will not in any way be directed against the holding of opinions, but only against the use of violence and terror to force those opinions on law",J_Terrorism,5
"This tribunal will be asked to 
consider cases referred to it by the Secretary of State (which will include cases of those presently in internment), to determine the nature of their involvement in terrorist activities, and either to order release or to impose a definite period of detention.
",J_Terrorism,5
"FAULKNER’S JUDGEMENT 
WAS THAT THE CONSEQUENCES OF THAT FOR THE COMMUNITY WOULD BE WORSE THAN THE CONSEQUENCES OF WHAT IS NOW PROPOSED.",J_Utilitarian-Deterrence,4
"THERE IS ALSO THE FACT THAT THE INTIMIDATION OF THE POPULATION BY THE TERRORISTS HAS BEEN INCREASINGLY HAMPERING THE PROCESS OF GATHERING. INTELLIGENCE, AND HAS IMPEDED THE COURSE OF JUSTICE.",J_Terrorism,5
"IN PURELY MILITARY TERMS, SEEKING TO CONTAIN THIS DETERIORATING SITUATION BY THE MEANS EMPLOYED HITHERTO WOULD HAVE MEANT AT BEST A LONG HAUL.",J_Last-resort,8
"WE HAVE MADE CLEAR OUR VIEW THAT THE MEASURES TAKEN SHOULD NOT DISCRIMINATE AS BETWEEN THE DIFFERENT SECTIONS OF THE COMMUNITY EXCEPT AS THE FACTS OF THE SITUATION MAKE INEVITABLE.
",J_Denial,2
"IF THIS MOVE ENABLE US TO REDUCE THE NUMBER OF TROOPS COMMITTED TO NORTHERN IRELAND EARLIER THAN WE COULD OTHERWISE HAVE DONE, THAT WILL BE A WELCOME CONSEQUENCE OF IT.",J_Misc,3
"THE DECISION IS, OF COURSE, FAULKNER’S , SINCE THE POWERS UNDER WHICH THESE MEASURES ARE TAKEN ARE POWERS OF THE NORTHERN IRELAND GOVERNMENT.
",J_Misc,3
"THE DECISION IS, OF COURSE, FAULKNER’S , SINCE THE POWERS UNDER WHICH THESE MEASURES ARE TAKEN ARE POWERS OF THE NORTHERN IRELAND GOVERNMENT.",J_Legal_Procedure,6
"THERE IS ALSO THE FACT THAT THE INTIMIDATION OF THE POPULATION BY THE TERRORISTS HAS BEEN INCREASINGLY HAMPERING THE PROCESS OF GATHERING. INTELLIGENCE, AND HAS IMPEDED THE COURSE OF JUSTICE.",J_Emergency-Policy,1
"BUT WE HAVE MADE IT CLEAR TO FAULKNER THAT THERE COULD BE NO QUESTION OF OUR ACCEPTING INTERNMENT, AND INSTRUCTING OUR FORCES TO HELP TO IMPLEMENT IT, IF IT WAS NOT ACCOMPANIED BY A COMPLETE BAN ON MARCHES AND PARADES OF ALL KINDS: AND WE HAVE MADE CLEAR OUR PRESENT VIEW THAT THE BAN WILL NEED TO REMAIN IN FORCE FOR LONGER THAN SIX MONTHS, ALTHOUGH THE EXTENSION AFTER SIX MONTHS REMAINS FORMALLY OPEN FOR DISCUSSION
",J_Political-Strategic,0
"HE UNDERMINING OF ECONOMIC AND SOCIAL STABILITY IN NORTHERN IRELAND.
",J_Terrorism,5
"AN ADVISORY COMMITTEE WILL BE SET UP, TO WHICH ANY ONE WHO IS INTERNED WILL HAVE THE RIGHT TO MAKE REPRESENTATIONS.",J_Denial,2
HE UNDERMINING OF ECONOMIC AND SOCIAL STABILITY IN NORTHERN IRELAND.,J_Development-Unity,9
THE MARCHES DUE IN DERRY ON 12 AUGUST AND IN BELFAST AT THE END OF THE MONTH WILL NOT TAKE PLACE.,J_Political-Strategic,0
Faulkner’s judgment was that the consequences of that for the community would be worse than the consequences of what is now proposed.,J_Utilitarian-Deterrence,4
"But I judged from our Ambassador’s report of his recent talk with you that there was no prospect of that, and I could not therefore hold out this possibility as an 
inducment to Faulkner",J_Misc,3
Clearly the effectiveness of interment in Northern Ireland could have been increased if you had felt able to take similar measures on your side of the border.,J_Intl-Domestic_Precedent,11
"For our part, we made it clear that there could be no question of our accepting internment, and instructing our forces to help to implement it, if it was not accompanied by a complete ban on marches and parades of all kinds; and we have made clear our present view that that ban will need to remain in force though the extension 
six months remains 
formally open for discussion.",J_Political-Strategic,0
escalate their campaign have made it impossible for him to resist the pressures on him for more drastic action to [] the deterioration of morale and the undermining of economic and social stability in Norther Ireland.,J_Development-Unity,9
escalate their campaign have made it impossible for him to resist the pressures on him for more drastic action to [] the deterioration of morale and the undermining of economic and social stability in Norther Ireland.,J_Terrorism,5
"That is his judgment of the situation, and of 
course the decision is his, though he has reached it after consultation with us.
",J_Misc,3
"In purely military terms, seeking to contain the deteriorating situation by the means employed hitherto would have [meant a] best in long haul;",J_Last-resort,8
"olitical progress in Northern Ireland is bound to be impeded so long as 
violence and intimidation continue; and the purpose of internment, and of the Army’s measures which are directed impartially at violence from whatever quarter, is to restore to Northern Ireland the necessary degree of stability for further political advance.",J_Development-Unity,9
"Political progress in Northern Ireland is bound to be impeded so long as 
violence and intimidation continue; and the purpose of internment, and of the Army’s measures which are directed impartially at violence from whatever quarter, is to restore to Northern Ireland the necessary degree of stability for further political advance.",J_Denial,2
"Political progress in Northern Ireland is bound to be impeded so long as 
violence and intimidation continue; and the purpose of internment, and of the Army’s measures which are directed impartially at violence from whatever quarter, is to restore to Northern Ireland the necessary degree of stability for further political advance.",J_Emergency-Policy,1
"It would also be essential that the policy should be seen to be impartial in its application; and it would presumably be desirable for this purpose that those interned should include a certain number of Protestants.
",J_Political-Strategic,0
"This, 
however, must be on the basis that all marches would be banned indefinitely; even if the Government of Northern Ireland’s powers in this respect were of only limited duration, they would have to be periodically renewed.
",J_Political-Strategic,0
It would also be essential that the policy should be seen to be impartial in its application; and it would presumably be desirable for this purpose that those interned should include a certain number of Protestants.,J_Denial,2
It was important that the basis on which this action was publicly justified should be that it would provide an opportunity for fresh initiatives to promote political reconciliation and to carry forward the economic development of the Province.,J_Development-Unity,9
"THE PRIME MINISTER said that, after discussing with his colleagues the representations which Mr Faulkner had made at their meeting earlier in the afternoon, he had reached the conclusion that, if the position could be correctly described by saying that Mr Faulkner now wished to adopt a policy of internment and to invoke the statutory powers available to him for this purpose, the British Government would regard themselves as having been consulted by the Government of Northern Ireland and would be ready to acquiesce in this decision and to give the security forces the necessary instructions.
",J_Legal_Procedure,6
"THE PRIME MINISTER said that, after discussing with his colleagues the representations which Mr Faulkner had made at their meeting earlier in the afternoon, he had reached the conclusion that, if the position could be correctly described by saying that Mr Faulkner now wished to adopt a policy of internment and to invoke the statutory powers available to him for this purpose, the British Government would regard themselves as having been consulted by the Government of Northern Ireland and would be ready to acquiesce in this decision and to give the security forces the necessary instructions.",J_Misc,3
"This, 
however, must be on the basis that all marches would be banned indefinitely; even if the Government of Northern Ireland’s powers in this respect were of only limited duration, they would have to be periodically renewed.",J_Legal_Procedure,6
In addition it would be desirable to take this opportunity to prohibit rifle clubs.,J_Political-Strategic,0
The latest,J_Development-Unity,9
The latest,J_Terrorism,5
"I am sending you this message to let you know 
that the Prime Minister of Northern Ireland will very shortly be announcing that, in the light of the latest assessment of the security situation in Northern Ireland and all other relevant factors, and after consultation with the British Government, the Northern Ireland Government has decided to activate its powers of internment.",J_Legal_Procedure,6
"When Faulkner came to London last week, he told
",J_Misc,3
"I am sending you this message to let you know 
that the Prime Minister of Northern Ireland will very shortly be announcing that, in the light of the latest assessment of the security situation in Northern Ireland and all other relevant factors, and after consultation with the British Government, the Northern Ireland Government has decided to activate its powers of internment.",J_Emergency-Policy,1
"The 
security forces are accordingly arresting and detaining people suspected of responsibility for committing or abetting acts of terrorism and other breaches of the peace designed to lead to a breakdown of law and order in Northern Ireland.",J_Law-and-order,7
"[He will also announce that all outstanding applications to start rifle clubs are being refused, and that no new applications will be considered.",J_Political-Strategic,0
us that he had come to the conclusion that internment was now the right and indeed inevitable course.,J_Misc,3
"He will at the same time announce that all marches and parades are banned until further notice.
",J_Political-Strategic,0
"I am sending you this message to let you know 
that the Prime Minister of Northern Ireland will very shortly be announcing that, in the light of the latest assessment of the security situation in Northern Ireland and all other relevant factors, and after consultation with the British Government, the Northern Ireland Government has decided to activate its powers of internment.
",J_Misc,3
"The 
security forces are accordingly arresting and detaining people suspected of responsibility for committing or abetting acts of terrorism and other breaches of the peace designed to lead to a breakdown of law and order in Northern Ireland.
",J_Terrorism,5
"he tolk 
us that he had come to the conclusion that internment was now the right and indeed inevitable course.",J_Misc,3
"in the light of the latest assessment of the security situation in Northern Ireland and all. other relevant factors, and after consultation with the British Government, the Northern Ireland Govern ment has decided to activate its powers of internment so as to enable the security forces to arrest and detain people suspected of responsibility for committing or abetting acts of terrorism and other breaches of the peace designed to lead to a breakdown of law and order in Northern Ireland.",J_Emergency-Policy,1
The late series of acts of terrorism by the I.R.A. and their rec declarations of their intention to continue and even,J_Terrorism,5
"in the light of the latest assessment of the security situation in Northern Ireland and all. other relevant factors, and after consultation with the British Government, the Northern Ireland Govern ment has decided to activate its powers of internment so as to enable the security forces to arrest and detain people suspected of responsibility for committing or abetting acts of terrorism and other breaches of the peace designed to lead to a breakdown of law and order in Northern Ireland.
",J_Terrorism,5
"in the light of the latest assessment of the security situation in Northern Ireland and all. other relevant factors, and after consultation with the British Government, the Northern Ireland Govern ment has decided to activate its powers of internment so as to enable the security forces to arrest and detain people suspected of responsibility for committing or abetting acts of terrorism and other breaches of the peace designed to lead to a breakdown of law and order in Northern Ireland.",J_Law-and-order,7
"They will at the same time announce that all marche 
and parades. are banned until further notice.",J_Political-Strategic,0
"Broad princples for the treatment of persons under 
arrest or detention during civil disturbances are laid down in Article 3 of The Geneva Convention Relative to the Treatment of Prisoners of War (1949).",J_Legal_Procedure,6
"Persons arrested or detained during Internal Security 
operations or in near emergency situations are likely to be valuable sources of intelligence. They may be the only sources of intelligence at a time when it is urgently required.",J_Intelligence,10
"Persons arrested or detained during Internal Security 
operations or in near emergency situations are likely to be valuable sources of intelligence.",J_Emergency-Policy,1
"would all be put on a ""Westminster emergency"" basis.
",J_Emergency-Policy,1
"Dr. Fitzgerald asked the British Government’s intentions on 
internment. The Prime Minister said that the British Government 
had changed the basis on which people were detained in Northern Ireland. 
Powers Act. 
The White Paper would deal with the future of the Special",J_Denial,2
"The 
Prime Minister reminded Dr. Fitzgerald that the number of people being charged for security offences and brought before the courts was now very considerable",J_Misc,3
"Once this was done, these matters",J_Emergency-Policy,1
"As regards 
those who were now in detention, as the law and order situation returned to normal, release of detainees could go forward.",J_Law-and-order,7
"Legislation would be needed to give effect to 
Lord Diplock’s recommendations; it was hoped to introduce that legislation as soon as possible.",J_Legal_Procedure,6
"THERE IS AN INHERENT RISK THAT ANY INTERNEE RELEASED AS A POLITICAL GESTURE WILL RETURN TO HIS PREVIOUS ACTIVITIES IN NORTHERN IRELAND, REPAIRING THE SUBSTANTIAL DAMAGE WHICH HAS BEEN INFLICTED ON BOTH FACTIONS OF THE IRA SINCE 9 AUG 71.
",J_Utilitarian-Deterrence,4
IN ANY PROGRAMME OF RELEASE FOR POLITICAL REASONS THE IRA WILL CERTAINLY REGARD THE MEASURE AS PROOF OF THEIR OWN SUCCESS. IT MAY ALSO BE SO REGARDED BY MEMBERS OF THE SECURITY FORCES AND THE GENERAL PUBLIC.,J_Political-Strategic,0
"THE EFFECT OF THESE TWO FACTORS COULD WELL BE TO INCREASE IRA RESISTANCE TO INTERROGATION AND AT THE SAME TIME TO WEAKEN THE DETERMINATION OF MEMBERS OF THE BRANCH TO PURSUE INTERROGATION TO SUCCESS.
",J_Misc,3
"IRA RECRUITING WILL BENEFIT TO THE EXTENT THAT THE RELUCTANCE TO JOIN OF THOSE WHO FEAR INTERNMENT IS OVERCOME, AND THOSE ON THE RUN WOULD BE ENCOURAGED TO RETURN: THERE ARE ABOUT 140 SUCH PEOPLE OPERATING FROM SOUTH OF THE BODER.",J_Utilitarian-Deterrence,4
"ALL THE INTERNEES ARE MEMBERS OF THE IRA: CONSEQUENTLY THERE IS NO POOL OF INTERNEES WHO ARE MERELY POLITICAL ACTIVISTS. THERE IS AN INHERENT RISK THAT ANY INTERNEE RELEASED AS A POLITICAL GESTURE WILL RETURN TO HIS PREVIOUS ACTIVITIES IN NORTHERN IRELAND, REPAIRING THE SUBSTANTIAL DAMAGE WHICH HAS BEEN INFLICTED ON BOTH FACTIONS OF THE IRA SINCE 9 AUG 71.",J_Terrorism,5
"N VIEW OF SPECULATION ABOUT THE POSSIBILITY OF MODIFYING THE INTERNMENT PROCESS AS PART OF A POLITICAL REQUIREMENT, THERE IS A NEED TO SET OUT THE SECURITY IMPLICATIONS OF A RELEASE OF INTERNEES, OTHER THAN THROUGH THE EXISTING MACHINERY.
",J_Emergency-Policy,1
"THE PRIME TARGETS FOR RETALIATORY ACTION BY INTERNEES AFTER RELEASE ARE UNDOUBTEDLY THE MEMBERS OF THE SPECIAL BRANCH OF THE PUC: THESE ARE FOR THE MOST PART KNOWN TO THOSE INTERNES WHOM THEY HAVE ARRESTED OR INTERROGATED.
",J_Utilitarian-Deterrence,4
EXPERIENCE PRIOR TO 9 AUG 71 MADE IT ABUNDANTLY CLEAR THAT POLICE QUESTIONING WITHOUT THE SANCTION OF DETENTION OF INTERNMENT IS TOTALLY INEFFECTIVE AS AN INTELLIGENCE WEAPON IN CIRCUMSTANCES WHERE THOSE ARRESTED HAVE BEEN WELL BRIEFED ON THEIR RIGHTS.,J_Misc,3
"ANY ATTEMPT TO LINK A PROGRAMME OF RELEASES WITH AN UNDERTAKING NOT TO MAKE FURTHER ARRESTS WOULD BE REGARDED BY THE IRA AS A STILL GREATER SUCCESS AND THEY MUST BE EXPECTED TO TAKE THE OPPORTUNITY TO RECOUP THEIR LOSSES AND TO EQUIP THEMSELVES TO INTENSIFY OPERATIONS THROUGHOUT THE PROVINCE AT A DATE OF THEIR OWN CHOOSING.
",J_Utilitarian-Deterrence,4
"TO RESTRICT ARRESTS FOR DETENTION TO LEADING IRA MEMBERS ONLY MAY BE POSSIBLE IN THOSE AREAS WHERE THE SECURITY FORCES ALREADY DOMINATE THE TWO IRA FACTIONS BUT SUCH A DECISION WOULD INHIBIT SECURITY FORCE ACTION IN AREAS WHERE THE IRA IS STILL OPERATING EFFECTIVELY.
",J_Emergency-Policy,1
"IT IS IMPORTANT TO NOTE THAT, IN SPITE OF CAREFUL EXAMINATION, IT IS NOT POSSIBLE IN PRESENT CONDITIONS (EG INTIMIDATION) TO BRING PRESENT INTERNEES TO TRIAL.",J_Emergency-Policy,1
"IT SEEMS INEVITABLE, THEREFORE, THAT INTELLIGENCE PROCUREMENT WILL SUFFER.
",J_Misc,3
